_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
9634,,4,45,,4,4,02/26/2019,5,3,5,3,,5,4,4,4,4,15,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155035,81,5,641  VAUGHAN RD ,4,,12,4,1955,2017
9635,4,4,11,,4,4,02/19/2019,4,3,4,4,4,5,3,4,4,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155040,77,5,1480  EGLINTON AVE W,4,3,8,4,1958,2017
9636,3,7,67,4,4,4,11/20/2019,3,3,4,3,,4,4,4,4,4,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155045,74,4,330  HOPEWELL AVE ,4,,8,4,1959,
9637,3,4,53,4,5,5,01/30/2019,3,3,3,4,,5,5,5,4,5,17,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155554,84,5,45  FORTY SECOND ST ,5,,3,4,1963,2017
9638,4,11,192,3,4,3,11/20/2019,4,3,3,2,4,5,5,3,5,4,19,4,3,TCHC,Evaluation needs to be conducted in 2 years,4155566,76,5,675  KENNEDY RD ,3,,20,5,1969,2017
9639,4,13,128,5,4,4,11/28/2019,4,4,4,3,4,5,5,4,5,1,19,5,4,TCHC,Evaluation needs to be conducted in 3 years,4155570,82,5,55  GREENBRAE CRCT ,3,,24,5,1970,2017
9640,,15,131,,,,,,,,,,,,,,,0,,,PRIVATE,Evaluation needs to be conducted in 2 years,4156492,74,,235  GOSFORD BLVD ,,,7,,1974,2017
9641,3,13,177,5,4,5,12/11/2019,4,3,4,4,5,5,5,4,5,5,20,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4152729,88,5,20  ANTRIM CRES ,5,4,21,5,1971,2017
9642,5,21,254,5,5,5,11/29/2017,5,3,4,4,3,5,4,5,3,5,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152730,87,4,5  BROCKLEY DR ,4,,21,5,1969,2017
9643,5,6,70,3,4,4,11/28/2019,4,4,4,3,3,5,5,3,5,4,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152744,80,5,35  GREENBRAE CRCT ,3,4,24,5,1962,2017
9644,5,12,138,5,5,5,11/26/2019,5,5,5,5,4,5,3,4,3,4,18,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4152767,87,5,1299  DANFORTH RD ,3,,21,4,1967,2017
9645,,4,24,,4,4,12/20/2018,4,5,4,4,,5,4,4,3,4,15,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153184,81,5,42  BARTON AVE ,4,,11,3,1929,2017
9646,3,9,63,4,4,3,11/26/2019,4,4,4,3,,4,3,3,3,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153185,70,4,375  BRUNSWICK AVE ,3,3,11,5,1960,2017
9647,3,4,29,4,5,5,01/24/2019,4,4,5,4,4,5,4,5,4,5,20,5,4,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153625,88,5,54  MARIGOLD AVE ,5,4,14,4,1996,2017
9648,4,5,45,5,4,5,01/22/2019,4,5,4,4,5,5,5,5,5,5,18,,5,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4153645,93,5,1320  GERRARD ST E,5,,14,4,1994,2017
9649,5,6,76,4,5,5,10/31/2019,4,4,4,3,,5,4,2,5,3,18,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154148,82,5,8  MILEPOST PL ,4,5,15,4,1960,2017
9650,3,18,287,4,4,3,10/31/2019,3,3,3,3,3,3,4,3,4,4,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154150,67,5,35  THORNCLIFFE PARK DR ,3,3,15,3,1964,2017
9651,4,20,314,4,4,4,10/31/2019,3,4,4,4,2,3,4,2,3,4,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154156,69,4,71  THORNCLIFFE PARK DR ,3,4,15,3,1966,2017
9652,4,17,319,5,5,5,10/31/2019,4,5,4,5,3,4,4,4,4,5,19,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154158,85,5,79  THORNCLIFFE PARK DR ,3,4,15,4,1966,2017
9653,,43,500,5,5,5,10/31/2019,4,5,4,5,4,5,5,4,5,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154159,93,5,85-95  THORNCLIFFE PARK DR ,5,4,15,4,1971,2017
9654,5,25,333,5,5,4,12/18/2018,5,3,2,3,3,5,5,4,3,3,19,4,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154176,78,5,701  DON MILLS RD ,3,,16,5,1960,2017
9655,5,3,38,,4,4,01/02/2019,4,4,5,5,,5,5,4,3,4,16,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154183,86,5,1315  BAYVIEW AVE ,4,,15,5,1950,2017
9656,5,7,61,2,5,5,01/18/2019,5,4,4,3,3,5,5,4,4,4,19,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154663,83,5,3575  BATHURST ST ,4,,8,4,1960,2017
9657,4,4,64,4,4,4,01/10/2019,3,4,4,5,,5,5,4,4,5,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154685,83,5,2181  AVENUE RD ,4,3,8,4,1950,2017
9658,3,14,301,3,3,3,01/04/2018,3,3,3,3,3,5,4,3,3,4,18,,3,TCHC,Evaluation needs to be conducted in 2 years,4154700,66,4,4455  BATHURST ST ,3,,6,3,1980,2017
9659,4,4,28,,2,2,03/11/2019,3,2,3,2,,4,3,3,4,3,16,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155069,59,3,2204  DUFFERIN ST ,3,,9,3,1959,2017
9660,4,4,28,3,4,4,03/04/2019,4,4,4,4,,4,4,4,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155072,78,4,480  CALEDONIA RD ,4,3,9,4,1960,2017
9661,,4,24,,4,3,03/05/2019,4,4,3,3,,4,4,3,3,2,15,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155074,67,3,531  CALEDONIA RD ,3,,9,4,1968,2017
9662,,3,29,,4,4,03/04/2019,3,4,4,4,,5,4,4,5,4,15,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155076,81,4,526  HARVIE AVE ,4,,9,4,1960,2017
9663,4,16,180,2,3,3,01/05/2018,3,4,5,4,3,3,3,3,4,4,18,,3,TCHC,Evaluation needs to be conducted in 2 years,4155579,67,4,2180  ELLESMERE RD ,2,,24,3,1969,2017
9664,,5,46,4,3,3,11/28/2019,4,4,3,4,4,5,2,3,3,3,18,3,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153925,69,4,101  LAWTON BLVD ,3,,12,4,1934,2017
9665,5,17,157,5,5,3,11/28/2019,4,5,5,5,4,5,4,4,4,5,20,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153929,87,5,19  LASCELLES BLVD ,3,4,12,4,1957,2017
9666,4,11,138,5,5,5,11/21/2019,4,4,4,5,4,5,4,5,4,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153954,91,5,21  MAYFAIR AVE ,5,,8,4,1962,2017
9667,4,11,210,5,5,5,11/21/2019,4,5,5,5,4,5,5,5,4,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153957,93,5,2121  BATHURST ST ,4,,8,4,1964,2017
9668,3,7,78,5,5,4,03/05/2019,3,3,3,3,3,5,4,4,4,3,19,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153958,76,5,15  SHALLMAR BLVD ,4,4,8,4,1962,2017
9669,,3,11,,4,5,11/18/2019,5,5,4,4,,5,4,4,4,5,15,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154423,89,5,2856  KEELE ST ,4,,6,5,1969,2017
9670,,3,39,,3,3,01/14/2019,4,3,4,4,,5,2,3,3,4,15,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154442,69,4,3020  KEELE ST ,3,,6,4,1959,2017
9671,4,4,59,,4,3,11/07/2019,4,4,4,4,,4,4,3,4,3,16,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154444,75,5,3250  KEELE ST ,3,,6,5,1963,2017
9672,,4,40,5,4,3,11/18/2019,3,3,3,4,,5,4,3,4,3,17,,5,PRIVATE,Evaluation needs to be conducted in 2 years,4154445,73,5,1385  SHEPPARD AVE W,2,3,6,3,1960,2017
9673,3,3,46,,3,3,11/18/2019,3,3,3,3,3,4,3,2,3,3,17,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154452,61,4,111  WHITBURN CRES ,3,,6,3,1977,2017
9674,4,4,40,4,4,4,11/18/2019,4,5,5,3,,5,5,4,4,4,17,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154454,85,5,20  SKIPTON CRT ,4,,6,3,1958,2017
9675,5,17,300,5,5,5,11/18/2019,5,5,5,5,5,5,4,5,5,5,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154814,98,5,25  PARKWAY FOREST DR ,5,5,17,5,1972,2017
9676,5,14,206,5,5,4,11/18/2019,4,4,4,5,5,5,5,4,5,4,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154815,90,5,70  CLIPPER RD ,4,4,17,4,1970,2017
9677,3,14,125,5,3,5,11/07/2019,3,3,4,5,5,5,5,3,5,5,20,4,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154820,86,5,335  VAN HORNE AVE ,5,5,17,3,1969,2017
9678,5,15,149,5,5,4,01/11/2019,4,4,4,4,5,5,4,4,4,4,20,4,2,PRIVATE,Evaluation needs to be conducted in 3 years,4154824,84,5,1650  SHEPPARD AVE E,3,4,17,5,1969,2017
9679,5,15,174,5,5,5,11/07/2019,5,4,5,5,5,5,5,5,4,5,20,5,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154833,97,5,30  GODSTONE RD ,5,5,17,4,1970,2017
9680,4,16,164,5,4,5,01/09/2019,3,4,4,3,3,5,5,3,4,3,20,3,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154835,78,5,8  GODSTONE RD ,4,3,17,5,1965,2017
9681,,4,35,,3,3,01/02/2019,4,3,4,4,,5,3,3,4,2,15,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154838,71,4,688  SHEPPARD AVE E,3,,17,4,1958,2019
9682,3,6,397,4,3,3,01/10/2018,4,3,4,4,3,4,3,3,3,3,19,3,4,TCHC,Evaluation needs to be conducted in 2 years,4154848,68,4,4000  DON MILLS RD ,3,,17,4,1980,2017
9683,,4,108,4,3,4,01/02/2018,4,4,4,4,4,5,4,4,4,4,18,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155351,80,4,1447  ROYAL YORK RD ,4,,2,4,1995,2017
9684,4,8,77,4,3,4,02/04/2019,4,3,3,3,,5,4,3,4,4,19,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155373,75,4,340  THE EAST MALL  ,4,5,2,3,1966,2017
9685,4,3,17,,4,4,11/26/2019,4,4,4,4,3,5,4,4,4,4,17,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155753,81,5,336  CLINTON ST ,4,,11,4,1992,2017
9686,5,4,88,4,4,4,10/31/2019,3,4,4,3,,5,4,5,3,5,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155754,81,5,2301  LAKE SHORE BLVD W,4,3,3,4,1959,2017
9687,,3,24,,4,4,10/31/2019,3,3,4,4,,5,5,4,5,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155763,78,4,8  SAND BEACH RD ,4,4,3,3,1966,2017
9688,,5,84,4,4,3,03/11/2019,4,4,4,3,3,5,4,3,4,4,18,4,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155766,77,5,552  ADELAIDE ST W,4,,10,4,2005,2017
9689,,3,34,,3,3,10/30/2019,4,3,3,4,,5,4,4,3,4,15,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155930,73,4,90  JAMES ST ,3,,3,4,1960,2017
9690,3,32,571,4,4,4,12/03/2019,4,4,4,3,4,3,4,4,4,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155952,76,5,280  WELLESLEY ST E,3,,13,4,1969,2017
9691,5,7,74,5,5,5,11/18/2019,5,5,5,4,5,5,5,5,5,5,19,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4156639,97,5,1761  SHEPPARD AVE E,5,,17,5,2010,2017
9692,3,14,189,4,2,4,11/04/2019,4,3,4,3,3,5,3,3,3,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152964,67,4,1251  KING ST W,3,,4,3,1972,2017
9693,3,7,90,4,3,3,01/31/2019,4,3,3,3,,5,4,4,3,4,17,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4152990,71,4,120  JAMESON AVE ,4,,4,4,1960,
9694,5,5,111,4,4,4,11/04/2019,4,4,5,4,,5,3,4,5,5,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152996,84,4,99  DOWLING AVE ,4,3,4,5,1955,2017
9695,,10,42,3,3,4,01/17/2018,3,4,4,4,4,5,4,3,4,3,18,3,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153455,71,3,177  MUTUAL ST ,4,,13,3,1991,2018
9696,,15,138,4,3,4,12/02/2019,4,4,4,3,3,5,4,3,4,4,18,5,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153457,76,4,80  DUNDAS ST E,3,,13,4,1995,2017
9697,3,24,334,4,5,5,03/05/2019,3,4,4,4,4,4,3,4,4,5,19,3,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153467,79,5,666  SPADINA AVE ,4,,11,4,1971,2017
9698,4,7,62,4,4,4,11/26/2019,4,3,4,4,,4,4,4,5,3,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153468,79,3,710  SPADINA AVE ,4,,11,5,1959,
9699,,18,326,4,4,4,11/26/2019,4,4,3,4,4,4,4,3,5,4,19,4,4,TCHC,Evaluation needs to be conducted in 2 years,4153469,76,3,341  BLOOR ST W,3,3,11,4,1980,2017
9700,4,10,128,4,4,4,01/14/2019,4,4,4,4,4,5,3,4,4,4,19,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153472,79,4,392  SHERBOURNE ST ,4,,13,3,1963,2017
9701,3,4,57,3,4,4,11/21/2019,3,3,3,4,3,5,4,3,4,3,18,,3,TCHC,Evaluation needs to be conducted in 2 years,4153962,69,4,790  EGLINTON AVE W,3,,8,3,1941,2017
9702,,8,76,5,4,5,03/05/2019,4,4,3,5,5,5,5,5,5,4,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153970,90,5,660  BRIAR HILL AVE ,5,4,8,4,1974,2017
9703,3,9,64,5,5,5,03/07/2019,4,4,4,4,4,5,3,5,3,4,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153978,82,5,680  ROSELAWN AVE ,4,,8,3,1965,2017
9704,,6,40,5,4,4,02/26/2019,3,3,3,3,,4,4,3,3,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153994,73,5,190  COLIN AVE ,4,,12,4,1935,2017
9705,3,10,79,3,3,3,11/19/2019,4,4,4,3,3,5,4,3,3,4,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154471,72,5,345  SENTINEL RD ,3,3,7,4,1970,2017
9706,5,7,160,4,5,4,11/20/2019,4,5,5,5,4,5,4,4,5,4,19,4,4,TCHC,Evaluation needs to be conducted in 3 years,4154485,88,4,3036-3050  BATHURST ST ,4,,8,5,1992,2017
9707,,6,72,3,3,3,12/03/2019,3,3,3,2,2,4,3,2,3,2,17,,3,TCHC,Evaluation needs to be conducted in 1 year,4167694,58,3,325  GERRARD ST E,3,,13,4,1980,2017
9708,,9,200,4,3,4,12/18/2018,4,3,4,3,3,3,4,3,3,4,18,3,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153138,69,5,24  SHAW ST ,2,,10,3,1989,2017
9709,3,3,18,,4,3,11/25/2019,3,3,3,3,,4,3,3,4,2,17,3,3,SOCIAL HOUSING,Evaluation needs to be conducted in 1 year,4153144,64,3,138  CLAREMONT ST ,3,,10,4,1994,2017
9710,,4,48,,4,4,02/12/2019,4,4,4,4,,5,4,4,4,4,14,,,PRIVATE,Evaluation needs to be conducted in 2 years,4153589,80,4,433  SHERBOURNE ST ,3,,13,4,1934,2017
9711,4,7,69,4,4,4,02/13/2019,4,4,4,4,4,5,4,4,4,4,19,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153596,81,4,222  WELLESLEY ST E,4,4,13,4,1963,2017
9712,3,3,10,,4,4,01/10/2019,3,3,3,4,,5,5,4,4,3,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153609,76,4,648  BROADVIEW AVE ,5,,14,3,1910,2017
9713,,3,24,,3,3,01/04/2019,3,2,4,3,,3,2,3,3,2,14,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153613,59,4,812  BROADVIEW AVE ,3,,14,3,1950,2017
9714,3,3,23,,5,4,01/07/2019,3,4,3,4,,5,4,4,3,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153619,75,4,846-850  BROADVIEW AVE ,4,,14,3,1940,2017
9715,4,3,16,4,4,3,01/03/2018,4,3,3,3,,3,3,3,4,4,18,4,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153624,68,3,802  EASTERN AVE ,3,,14,3,1995,2019
9716,4,4,50,,4,4,12/04/2019,2,4,4,4,,5,4,4,4,5,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154110,76,4,12  BATER AVE ,4,,14,2,1927,2018
9717,4,22,129,4,4,4,12/09/2019,4,4,4,4,3,3,4,2,4,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154111,72,4,25  COSBURN AVE ,2,,14,4,1962,2017
9718,4,11,86,4,3,4,12/14/2018,3,3,3,3,,5,4,3,5,3,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154114,72,4,91  COSBURN AVE ,4,,14,3,1986,2018
9719,3,12,212,4,5,5,12/17/2018,4,4,4,4,4,5,5,3,4,4,20,4,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154135,81,5,72  GAMBLE AVE ,3,4,14,4,1964,2017
9720,4,20,109,4,5,5,12/04/2019,3,4,4,5,3,5,5,3,5,5,19,4,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154140,83,5,1010  BROADVIEW AVE ,4,,14,3,1971,2017
9721,3,15,174,4,4,4,02/06/2019,5,4,4,4,4,5,4,4,3,4,20,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154644,80,4,11  GOLDFINCH CRT ,4,4,6,4,1964,2017
9722,3,6,179,4,4,4,01/30/2019,3,4,3,3,3,5,4,4,4,3,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154645,73,4,521-523  FINCH AVE W,4,3,6,3,1960,2017
9723,,3,20,,3,4,03/01/2019,3,3,3,3,,5,4,3,3,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155009,70,4,22  ROBINA AVE ,3,4,9,4,1950,2017
9724,,3,29,,5,3,03/07/2019,3,3,3,3,,5,2,3,3,2,15,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155014,63,3,345  WESTMOUNT AVE ,3,,9,3,1952,2017
9725,,4,35,,4,4,11/27/2019,4,4,4,5,,5,4,4,3,4,15,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155021,83,5,300  WINNETT AVE ,4,,12,4,1971,2017
9726,,3,37,,4,4,02/19/2019,4,3,4,3,,5,5,3,4,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155039,75,5,1675  EGLINTON AVE W,3,3,12,3,1960,2017
9727,4,4,34,,4,4,02/19/2019,3,3,4,4,,5,4,4,5,5,17,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155041,81,5,1490  EGLINTON AVE W,4,3,8,4,1955,2017
9728,3,7,118,4,3,4,03/15/2019,4,4,4,4,3,5,4,3,4,3,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155551,74,4,240  LAKE PROMENADE  ,3,3,3,4,1963,2017
9729,,3,34,,3,3,10/30/2019,4,3,3,4,,5,4,3,3,4,15,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155556,72,4,25  VILLA RD ,3,,3,4,1960,2017
9730,3,12,115,5,3,5,11/19/2019,3,5,3,4,5,3,5,3,5,3,18,,5,TCHC,Evaluation needs to be conducted in 3 years,4155561,81,5,1  FIRVALLEY CRT ,5,,20,3,1962,2017
9731,3,24,278,2,3,3,11/19/2019,3,2,4,3,2,3,3,2,3,5,19,3,3,TCHC,Evaluation needs to be conducted in 1 year,4155562,59,4,40  TEESDALE PL ,2,,20,3,1971,2017
9732,4,6,52,4,4,4,10/31/2019,3,5,4,4,4,5,4,4,4,4,18,,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156104,82,5,75  WINDERMERE AVE ,4,,4,4,1962,2017
9733,3,7,82,4,3,4,01/18/2019,4,4,5,3,,5,3,3,4,3,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152731,73,5,4  TREEWOOD ST ,3,3,21,4,1961,2017
9734,5,5,65,4,4,4,11/25/2019,5,4,4,4,4,4,4,4,3,3,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152734,80,4,1175  ELLESMERE RD ,4,,21,4,1967,2017
9735,4,4,32,5,4,4,01/08/2019,4,4,4,3,3,5,4,4,3,3,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152735,76,4,1181  ELLESMERE RD ,4,3,21,3,1976,2017
9736,4,15,181,3,3,3,01/30/2019,3,3,3,3,2,5,3,2,3,3,18,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152741,59,3,960  MARKHAM RD ,2,,24,2,1965,2017
9737,4,15,173,4,4,4,11/30/2017,3,3,4,2,3,4,2,2,4,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152753,67,4,1340  DANFORTH RD ,3,,21,3,1962,2017
9738,4,15,225,4,4,5,11/30/2017,3,4,4,2,3,4,3,3,4,3,19,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152754,72,4,1350  DANFORTH RD ,4,,21,3,1965,2017
9739,4,15,172,4,4,5,11/30/2017,3,3,4,2,3,4,2,2,4,2,18,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152755,67,4,1360  DANFORTH RD ,3,,21,3,1963,2017
9740,4,7,114,4,5,5,11/26/2019,4,5,4,5,4,5,4,5,4,4,19,,5,PRIVATE,Evaluation needs to be conducted in 3 years,4152761,89,5,1275  DANFORTH RD ,5,4,21,4,1958,2017
9741,4,15,207,4,4,5,11/26/2019,3,4,4,3,4,5,5,3,3,4,20,5,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152763,79,5,370  MCCOWAN RD ,3,4,21,3,1965,2017
9742,,3,31,,3,2,03/04/2019,3,4,5,4,,5,2,2,2,2,14,,,PRIVATE,Evaluation needs to be conducted in 1 year,4153153,61,4,34  HEYDON PARK RD ,2,,9,3,1925,2018
9743,4,3,11,,4,4,03/04/2019,3,4,4,4,,4,3,5,4,4,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153154,80,4,19-21  RUSHOLME RD ,5,5,9,3,1940,2017
9744,4,15,113,4,3,4,11/21/2019,4,3,4,3,4,5,3,4,3,4,19,,2,PRIVATE,Evaluation needs to be conducted in 2 years,4153160,72,5,919  DUFFERIN ST ,3,3,9,3,1971,2017
9745,,3,26,,3,3,02/28/2019,3,3,3,4,,3,3,3,2,,14,,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153165,60,3,1019  BLOOR ST W,3,,9,3,1928,2017
9746,4,4,32,,2,3,12/07/2018,2,3,2,3,,5,4,4,3,4,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153171,68,5,456  PALMERSTON BLVD ,4,,11,3,1904,2017
9747,,4,35,4,4,4,03/19/2019,2,3,3,3,,5,4,4,3,4,17,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153186,73,5,50  WALMER RD ,3,4,11,3,1958,2017
9748,,4,25,,4,3,12/04/2019,3,4,4,4,4,4,4,4,4,4,16,4,,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153637,78,5,1480  QUEEN ST E,3,,14,4,1990,2017
9749,3,20,380,4,4,4,12/20/2018,4,3,3,3,3,5,4,3,3,4,20,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154151,72,5,43  THORNCLIFFE PARK DR ,2,3,15,5,1965,2017
9750,5,16,218,4,4,5,11/07/2019,4,4,5,5,4,5,5,5,5,4,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154825,90,5,35  ESTERBROOKE AVE ,4,4,17,4,1965,2017
9751,4,3,29,3,4,3,11/07/2019,3,3,3,4,,5,3,3,4,3,17,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154837,67,3,71  TALARA DR ,2,,17,4,1959,2017
9752,5,5,223,5,5,5,11/07/2019,4,4,4,4,4,5,5,3,5,5,20,5,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154840,92,5,22  ELKHORN DR ,5,4,17,5,1970,2017
9753,3,3,17,,3,5,10/29/2019,4,4,4,4,,5,3,4,3,4,16,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155380,79,5,320  THE WEST MALL  ,4,,2,4,1970,2019
9754,3,5,49,4,4,4,01/10/2019,4,4,4,4,,5,3,4,3,4,18,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155385,78,5,351  THE WEST MALL  ,4,4,2,4,1960,2017
9755,4,3,12,,3,3,02/20/2019,4,3,3,3,,5,3,2,4,3,16,,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155767,66,3,10  ELLISON AVE ,4,,6,3,1960,2017
9756,5,14,232,4,4,5,11/18/2019,5,4,5,5,5,5,4,4,4,5,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155768,91,4,121  PARKWAY FOREST DR ,4,,17,5,2006,2017
9757,4,10,133,5,4,4,11/01/2019,4,4,4,4,4,5,5,4,3,5,19,,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155769,81,4,2323  LAKE SHORE BLVD W,3,4,3,4,1960,2017
9758,4,13,207,5,3,3,01/18/2019,4,4,4,3,4,5,4,4,5,3,19,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155776,77,3,35  CEDARCROFT BLVD ,4,,6,3,1967,2017
9759,4,7,96,4,4,3,11/26/2019,3,4,3,4,3,4,5,3,3,3,19,,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155956,72,4,2702  LAWRENCE AVE E,3,3,21,4,1957,2017
9760,5,20,238,5,5,5,11/27/2019,5,4,4,5,4,5,4,4,4,4,19,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156342,89,5,1600  SANDHURST CRCL ,4,,23,4,1979,2017
